S-No.,variant 1,variant 2,variant 3,variant 4,variant 5,variant 6
3767,127.936,120.465,141.324,1.287,1.309,4
3768,121.779,133.542,138.164,1.15,1.377,0
3769,124.245,127.293,144.583,1.253,1.099,0
3770,134.117,120.822,137.455,1.224,1.059,1
3771,131.443,122.049,150.382,1.035,1.363,0
3772,132.264,133.94,137.475,0.985,1.036,2
3773,136.237,128.55,147.996,1.096,1.288,3
3774,134.812,124.044,152.8,1.224,1.071,0
3775,127.048,127.635,153.413,1.061,1.206,1
3776,125.602,128.535,135.701,1.365,1.021,3
3777,126.24,123.504,148.149,0.981,1.354,4
3778,133.716,125.354,146.204,0.952,1.104,2
3779,127.48,126.924,140.988,1.324,1.056,5
3780,125.999,120.539,153.105,1.385,1.117,4
3781,123.787,127.627,135.973,1.23,1.365,2
3782,133.191,122.983,147.514,1.063,1.286,0
3783,128.632,125.765,142.878,1.14,1.208,5
3784,131.289,134.119,135.367,0.99,1.25,3
3785,126.949,131.788,137.846,1.323,1.025,4
3786,133.789,131.488,148.598,1.331,1.237,1
3787,129.04,122.854,144.103,1.094,1.248,0
3788,121.075,132.047,139.232,0.995,1.387,0
3789,134.893,127.109,148.605,1.185,1.001,3
3790,131.779,129.597,143.794,1.052,1.138,4
3791,133.551,134.887,138.307,1.398,1.382,0
3792,134.141,130.41,153.017,1.006,1.148,2
3793,129.222,131.481,153.91,1.12,1.369,3
3794,123.715,126.876,146.624,1.151,1.258,1
3795,124.424,129.758,144.036,1.366,1.076,0
3796,136.031,131.457,152.033,1.393,1.041,1
3797,131.76,120.801,141.668,1.142,1.013,2
3798,127.553,121.736,144.012,1.109,1.114,3
3799,133.286,130.558,147.77,1.328,1.37,4
3800,126.323,128.873,141.863,1.319,1.084,2
3801,123.645,133.188,142.692,1.289,1.08,4
3802,122.218,129.141,140.973,1.131,1.319,0
3803,126.383,123.612,143.782,1.147,1.281,5
3804,132.151,126.891,149.592,1.296,1.125,5
3805,136.824,124.795,147.383,1.276,1.011,3
3806,134.429,130.115,146.072,1.185,1.318,2
3807,133.719,126.759,141.665,1.158,1.275,5
3808,130.689,128.196,138.54,1.019,1.079,4
3809,134.679,129.579,135.26,1.339,1.095,1
3810,128.933,121.843,135.92,1.18,1.185,3
3811,122.687,120.07,146.419,1.125,1.037,1
3812,130.455,123.276,145.291,1.151,1.395,3
3813,136.294,121.42,151.478,1.054,1.156,5
3814,121.672,123.178,152.405,1.119,1.168,4
3815,137.739,128.93,139.351,1.339,1.046,2
3816,123.634,120.696,139.306,1.122,1.153,0
3817,130.88,125.333,141.53,1.385,1.381,0
3818,121.667,124.043,142.672,1.305,1.361,0
3819,127.785,131.535,151.065,1.026,1.111,0
3820,133.024,131.92,135.115,1.041,1.076,5
3821,130.27,130.433,140.765,1.211,1.05,2
3822,133.732,121.795,143.026,1.36,1.223,1
3823,130.056,134.977,147.778,1.217,1.307,2
3824,137.336,120.568,150.514,1.347,1.016,2
3825,125.036,125.378,145.542,1.072,1.309,4
3826,121.781,129.314,152.35,1.162,1.077,3
3827,128.024,130.765,144.73,1.225,1.385,3
3828,136.269,128.234,147.083,0.984,1.084,2
3829,134.395,128.327,146.691,1.316,1.093,0
3830,126.434,131.213,135.112,1.221,1.264,5
3831,123.416,129.491,141.374,1.031,1.216,4
3832,122.209,125.892,149.813,1.363,1.101,1
3833,131.887,132.259,145.801,1.177,1.198,3
3834,126.713,121.363,139.111,1.041,1.209,1
3835,129.786,130.364,144.296,1.263,1.002,2
3836,126.57,130.959,145.128,1.207,1.198,5
3837,122.433,123.955,145.656,1.399,1.243,0
3838,126.365,127.9,140.958,1.315,1.39,5
3839,125.776,124.35,138.46,1.118,1.004,1
3840,131.59,129.153,153.197,1.364,1.312,0
3841,127.956,129.443,143.881,1.347,1.101,1
3842,125.613,123.6,136.154,1.234,1.127,1
3843,125.979,126.686,140.755,1.199,1.384,0
3844,135.73,120.075,136.96,1.186,1.164,4
3845,124.653,131.839,152.072,1.134,1.338,2
3846,133.256,134.67,138.149,1.22,1.033,5
3847,137.272,121.922,147.594,1.36,1.18,3
3848,122.192,130.075,143.814,1.202,1.192,3
3849,125.965,123.174,146.662,0.954,1.009,4
3850,132.537,129.175,144.092,1.177,1.015,2
3851,128.552,120.884,135.213,1.253,1.309,1
3852,123.532,129.777,145.745,1.276,1.204,5
3853,133.277,124.325,151.255,1.215,1.298,5
3854,121.868,127.546,152.425,1.265,1.162,5
3855,125.739,128.358,150.266,1.216,1.269,5
3856,132.627,123.762,148.422,1.057,1.326,4
3857,129.509,130.535,146.647,1.175,1.399,3
3858,124.65,123.726,140.351,1.116,1.278,0
3859,129.312,133.572,146.476,1.398,1.168,5
3860,127.709,130.513,149.355,1.246,1.385,4
3861,122.782,132.72,137.281,1.036,1.076,4
3862,130.586,130.349,143.779,1.312,1.15,0
3863,129.933,130.206,143.022,1.01,1.221,3
3864,131.102,133.129,146.436,0.986,1.311,4
3865,124.531,130.205,135.363,1.256,1.151,1
3866,130.856,125.714,147.217,0.98,1.075,1
3867,127.782,127.241,140.149,1.2,1.219,5
3868,128.547,123.948,145.571,1.217,1.01,3
3869,121.905,128.828,142.717,1.339,1.383,3
3870,128.714,128.681,150.259,0.969,1.066,4
3871,123.94,129.489,152.953,1.201,1.166,1
3872,121.337,129.327,153.272,1.054,1.052,3
3873,123.773,121.219,141.56,1.261,1.356,3
3874,136.681,127.361,142.638,1.104,1.128,1
3875,131.85,120.43,138.613,1.308,1.051,0
3876,128.808,133.953,144.123,0.952,1.358,1
3877,134.916,133.261,146.193,1.169,1.023,2
3878,131.942,130.557,145.225,1.24,1.25,0
3879,136.879,122.18,137.377,1.339,1.101,1
3880,126.187,127.613,139.417,1.017,1.033,2
3881,121.996,131.735,150.106,0.963,1.341,3
3882,123.794,120.543,146.808,1.209,1.357,3
3883,121.792,125.376,136.618,1.302,1.012,1
3884,137.977,123.903,145.921,1.376,1.105,3
3885,126.923,129.198,140.34,1.024,1.341,3
3886,126.301,125.533,138.63,1.004,1.22,1
3887,126.438,128.359,139.28,1.386,1.261,1
3888,132.002,131.603,143.371,0.968,1.305,4
3889,130.4,134.633,149.631,1.068,1.133,2
3890,123.698,125.381,136.211,0.985,1.202,5
3891,131.126,120.804,139.85,1.319,1.124,5
3892,123.974,130.248,144.103,1.317,1.121,2
3893,137.961,123.503,144.258,1.234,1.264,5
3894,131.72,126.79,148.422,1.11,1.306,1
3895,130.645,122.981,152.067,0.972,1.207,1
3896,133.767,127.813,146.498,1.387,1.302,2
3897,131.293,128.721,137.012,1.304,1.191,2
3898,131.441,134.983,152.492,1.362,1.27,0
3899,127.02,120.176,140.903,1.317,1.093,2
3900,127.657,132.462,149.41,0.96,1.396,1
3901,124.411,124.84,142.274,1.094,1.027,2
3902,131.241,130.019,141.203,1.385,1.18,2
3903,130.815,132.718,145.307,1.093,1.212,4
3904,131.427,133.642,144.7,1.128,1.384,4
3905,134.193,130.104,149.004,1.146,1.071,0
3906,124.574,134.421,149.355,1.018,1.217,5
3907,122.211,130.998,143.548,1.108,1.372,5
3908,126.978,120.147,141.051,0.972,1.035,3
3909,124.413,128.426,146.947,1.331,1.289,2
3910,137.683,130.067,148.956,1.049,1.222,5
3911,125.979,124.505,148.403,1.28,1.259,1
3912,124.558,122.997,152.839,0.979,1.11,4
3913,127.008,125.239,141.854,0.962,1.023,2
3914,121.857,133.66,146.455,1.358,1.363,0
3915,123.656,122.622,148.645,0.981,1.081,4
3916,130.16,131.121,143.296,1.107,1.093,5
3917,122.199,134.414,136.779,1,1.096,3
3918,136.754,123.132,144.592,1.166,1.341,3
3919,132.718,126.581,144.552,1.13,1.005,1
3920,126.905,128.671,140.17,1.108,1.372,1
3921,129.316,128.365,135.364,1.006,1.345,1
3922,128.484,122.34,136.847,1.15,1.11,3
3923,136.924,128.118,152.759,1.385,1.321,3
3924,129.952,130.435,139.655,1.352,1.313,2
3925,128.746,124.07,151.725,1.179,1.178,4
3926,128.488,130.647,135.834,1.304,1.096,5
3927,121.201,128.264,146.438,1.117,1.092,2
3928,126.162,124.999,144.255,1.313,1.029,3
3929,129.894,127.306,153.426,1.002,1.4,5
3930,123.922,124.162,149.583,1.074,1.092,0
3931,136.256,134.134,142.38,1.329,1.054,3
3932,137.762,127.827,144.16,1.336,1.017,3
3933,128.167,130.456,146.043,1.172,1.268,0
3934,126.45,133.755,145.269,0.965,1.022,0
3935,133.529,130.505,140.432,1.095,1.186,1
3936,134.961,121.545,139.339,1.289,1.013,0
3937,124.306,133.793,152.177,0.978,1.292,4
3938,130,121.606,150.28,1.341,1.032,3
3939,122.758,130.258,144.874,1.355,1.067,4
3940,133.281,121.772,147.486,0.952,1.135,2
3941,124.566,134.899,145.961,1.364,1.051,1
3942,127.683,123.474,148.783,1.078,1.022,3
3943,124.592,124.264,146.307,1.35,1.079,1
3944,131.421,132.903,141.178,1.024,1.008,3
3945,122.513,123.114,139.444,1.176,1.196,0
3946,131.903,126.069,139.481,1.017,1.043,1
3947,132.733,133.333,141.275,1.378,1.397,5
3948,122.621,133.57,144.639,1.303,1.26,5
3949,124.851,130.494,136.598,1.038,1.199,3
3950,125.075,129.031,153.176,1.125,1.163,0
3951,125.961,122.622,138.817,1.332,1.076,4
3952,124.873,122.685,148.025,1.198,1.368,3
3953,132.34,124.701,151.618,1.172,1.076,4
3954,122.392,127.026,148.236,1.045,1.192,4
3955,130.138,131.436,148.612,0.958,1.198,2
3956,125.939,134.592,150.318,1.007,1.053,0
3957,121.655,121.865,143.111,1.161,1.084,1
3958,131.365,131.222,135.997,1.369,1.124,2
3959,130.974,122.708,135.347,1.325,1.016,1
3960,132.228,122.906,138.359,1.296,1.306,4
3961,130.474,130.746,153.505,0.969,1.223,0
3962,131.623,130.704,141.317,1.265,1.066,0
3963,121.193,127.278,143.575,1.032,1.073,4
3964,128.886,121.091,145.396,1.01,1.147,2
3965,135.426,120.497,136.64,1.036,1.335,4
3966,130.147,126.931,147.246,1.182,1.378,1
3967,124.877,130.055,139.111,1.184,1.177,1
3968,129.997,123.677,138.222,1.009,1.347,4
3969,134.457,121.8,151.202,1.094,1.097,2
3970,128.217,122.83,151.355,1.207,1.264,3
3971,133.008,122.636,150.149,1.383,1.09,2
3972,123.299,128.915,150.663,0.983,1.337,3
3973,136.429,133.623,151.243,1.12,1.002,5
3974,126.151,120.757,140.507,0.982,1.078,5
3975,126.496,131.088,149.912,1.235,1.348,5
3976,121.341,120.567,139.162,1.301,1.313,3
3977,134.702,131.461,144.782,0.976,1.391,4
3978,131.374,133.75,145.053,0.994,1.202,1
3979,133.305,120.696,145.557,1.347,1.266,5
3980,125.848,129.998,153.667,1.265,1.117,2
3981,121.108,131.205,139.81,1.134,1.346,2
3982,122.165,129.058,136.516,1.225,1.302,0
3983,129.185,130.047,137.111,0.971,1.259,4
3984,136.552,125.995,150.266,1.062,1.108,2
3985,132.806,127.922,143.51,1.311,1.316,1
3986,123.392,127.099,140.657,1.207,1.08,4
3987,126.106,128.917,150.934,1.288,1.222,2
3988,136.072,121.909,143.89,1.365,1.053,3
3989,124.206,125.224,141.433,1.009,1.13,1
3990,124.9,127.68,138.516,1.227,1.022,0
3991,131.306,128.207,136.265,1.376,1.157,2
3992,122.07,131.058,152.858,1.085,1.384,1
3993,126.365,128.309,143.282,1.377,1.143,4
3994,122.694,122.201,148.215,1.108,1.174,4
3995,123.223,127.261,138.552,1.333,1.37,1
3996,130.67,120.471,148.837,1.108,1.365,5
3997,121.768,129.603,149.674,1.146,1.316,4
3998,122.567,123.774,138.615,1.093,1.272,2
3999,137.742,122.54,147.555,1.172,1.127,2
4000,136.527,131.964,136.392,1.118,1.231,3
4001,136.235,123.931,146.365,1.264,1.124,0
4002,122.396,128.544,144.302,1.345,1.361,0
4003,125.609,129.185,135.933,1.056,1.169,3
4004,129.325,123.85,151.391,1.169,1.185,0
4005,124.267,134.994,151.682,1.316,1.262,1
4006,135.067,128.309,149.779,1.056,1.144,2
4007,134.826,122.722,140.92,1.119,1.184,5
4008,125.252,124.935,146.658,1.167,1.353,3
4009,134.911,125.401,138.14,1.122,1.115,1
4010,132.815,123.93,147.579,1.316,1.123,5
4011,127.581,131.171,147.037,1.126,1.245,3
4012,125.319,120.017,140.817,1.197,1.007,3
4013,127.083,129.623,149.043,1.301,1.297,1
4014,129.141,126.079,136.532,0.971,1.393,0
4015,121.546,125.04,146.962,1.135,1.218,3
4016,123.21,121.856,139.608,0.985,1.035,1
4017,129.016,126.835,152.296,1.056,1.023,4
4018,129.271,125.63,136.891,1.034,1.182,4
4019,131.048,131.055,148.867,1.235,1.206,1
4020,136.94,126.916,137.747,1.185,1.356,4
4021,125.755,129.338,139.181,1.207,1.22,2
4022,130.674,133.62,139.181,0.974,1.143,4
4023,130.667,131.371,149.906,1.354,1.3,0
4024,122.185,123.075,152.817,1.273,1.123,5
4025,131.113,134.584,151.573,1.129,1.07,3
4026,134.921,123.132,142.713,1.306,1.053,1
4027,127.154,127.669,146.668,0.968,1.199,0
4028,134.261,126.273,152.787,1.178,1.365,3
4029,126.03,121.212,135.629,1.378,1.313,5
4030,133.534,120.274,139.579,1.171,1.189,0
4031,128.189,134.839,151.046,1.264,1.246,2
4032,123.228,131.204,139.36,1.384,1.369,1
4033,124.713,133.511,145.84,1.089,1.005,5
4034,127.483,126.56,143.084,1.091,1.087,3
4035,123.009,122.8,146.38,0.997,1.199,5
4036,126.132,132.033,151.414,1.136,1.378,3
4037,126.072,132.386,141.699,1.132,1.307,2
4038,131.292,128.22,142.477,1.259,1.345,5
4039,130.852,131.882,144.86,1.293,1.176,3
4040,130.462,130.61,137.859,1.243,1.245,3
4041,122.995,125.304,146.18,1.046,1.175,3
4042,124.14,121.79,149.851,1.069,1.333,2
4043,121.351,125.176,142.613,1.354,1.181,3
4044,127.626,125.639,139.448,1.287,1.386,0
4045,131.423,129.126,145.145,1.084,1.264,3
4046,126.313,124.234,138.518,1.183,1.249,1
4047,131.429,126.969,142.764,1.262,1.371,0
4048,131.19,121.183,141.04,1.319,1.19,1
4049,127.769,121.171,145.899,1.36,1.073,2
4050,132.575,130.63,143.891,1.362,1.289,5
4051,121.243,126.778,136.743,0.977,1.273,0
4052,121.957,128.402,136.033,1.149,1.086,3
4053,121.472,134.037,140.814,1.363,1.114,5
4054,130.973,123.581,146.445,1.009,1.214,4
4055,122.671,131.178,144.657,1.321,1.241,4
4056,125.369,123.176,139.607,1.353,1.16,0
4057,133.414,128.305,137.151,0.996,1.287,3
4058,137.721,132.211,153.04,1.182,1.326,5
4059,131.369,124.278,140.242,1.019,1.286,2
4060,125.851,134.756,144.024,1.258,1.177,2
4061,132.416,124.679,141.87,1.103,1.221,3
4062,131.396,126.773,141.738,1.295,1.289,1
4063,134.882,129.745,138.877,1.106,1.042,1
4064,130.317,129.858,151.514,1.034,1.061,4
4065,133.307,127.731,144.522,0.982,1.242,5
4066,127.553,133.71,138.519,1.172,1.319,2
4067,137.377,121.518,138.242,1.392,1.163,0
4068,130.137,127.719,136.743,1.3,1.176,5
4069,135.924,129.401,140.059,1.13,1.393,0
4070,129.541,126.84,136.252,1.266,1.311,0
4071,126.341,134.711,145.697,1.269,1.314,3
4072,134.943,121.985,136.018,1.228,1.252,4
4073,129.851,128.964,139.873,1.043,1.131,2
4074,125.468,131.241,145.09,1.071,1.223,2
4075,129.838,120.125,150.82,1.204,1.226,2
4076,132.141,125.314,149.481,1.032,1.344,0
4077,137.684,120.954,141.16,0.978,1.07,0
4078,137.463,129.732,153.734,1.247,1.283,4
4079,124.184,120.503,146.442,1.159,1.215,3
4080,134.601,124.472,145.668,1.166,1.021,3
4081,137.765,128.292,152.244,1.281,1.213,5
4082,134.51,127.771,143.309,1.028,1.035,1
4083,137.388,122.753,153.379,1.138,1.175,1
4084,130.883,121.477,137.664,1.059,1.351,4
4085,128.263,125.436,136.744,1.25,1.39,1
4086,133.21,123.872,137.704,1.259,1.119,0
4087,131.362,133.105,153.588,1.29,1.094,3
4088,122.058,123.296,139.942,1.059,1.071,4
4089,123.081,129.835,135.541,0.956,1.183,2
4090,130.523,132.822,147.95,1.022,1.024,4
4091,122.443,124.922,152.409,1.067,1.266,0
4092,122.512,129.896,148.434,1.358,1.267,3
4093,129.95,133.741,149.013,1.382,1.333,2
4094,127.174,129.917,140.713,1.11,1.28,2
4095,136.983,121.382,148.696,1.097,1.195,3
4096,131.188,120.869,142.307,1.244,1.173,4
4097,131.675,132.674,137.945,1.256,1.264,2
4098,125.936,130.714,146.778,1.137,1.339,2
4099,128.211,131.163,136.267,1.157,1.387,5
4100,131.143,124.729,135.976,1.297,1.156,3
4101,128.62,122.124,147.011,1.066,1.129,2
4102,136.842,125.985,149.608,1.28,1.016,4
4103,129.057,121.508,144.91,1.238,1.076,3
4104,133.05,124.353,151.96,1.195,1.061,1
4105,126.098,126.41,137.979,1.038,1.146,5
4106,126.972,131.014,145.107,1.363,1.033,2
4107,126.502,120.679,147.844,1.156,1.346,2
4108,134.613,131.157,139.406,0.969,1.203,2
4109,136.277,128.55,146.45,1.193,1.118,0
4110,127.104,124.127,146.303,1.05,1.093,4
4111,130.046,128.081,144.817,1.143,1.376,0
4112,123.085,124.534,151.507,1.088,1.085,3
4113,129.626,126.418,136.737,1.164,1.004,3
4114,123.128,122.144,152.791,1.116,1.365,1
4115,137.679,128.221,153.887,0.954,1.08,2
4116,121.032,134.184,137.2,1.062,1.137,2
4117,125.156,131.727,146.849,1.313,1.397,3
4118,128.59,128.623,145.797,1.261,1.26,5
4119,134.153,123.261,135.302,1.35,1.33,2
4120,131.097,128.749,143.367,1.166,1.383,0
4121,122.497,122.636,143.79,1.346,1.175,1
4122,131.159,120.325,150.168,1.09,1.302,1
4123,128.076,120.351,138.846,1.19,1.31,2
4124,135.455,128.833,150.198,1.014,1.079,2
4125,129.154,122.778,139.286,1.374,1.004,0
4126,122.127,133.506,135.606,1.239,1.366,4
4127,135.635,120.582,150.952,1.154,1.376,3
4128,123.472,134.84,139.467,1.001,1.252,2
4129,136.206,123.521,147.939,1.341,1.266,2
4130,135.606,120.17,149.747,1.136,1.382,0
4131,126.166,128.837,149.458,1.01,1.25,0
4132,129.491,134.525,146.429,1.023,1.012,0
4133,127.759,134.131,141.208,1.202,1.382,2
4134,125.353,132.699,143.047,1.287,1.158,2
4135,122.499,134.717,135.061,1.283,1.257,4
4136,122.526,134.808,148.496,1.381,1.092,0
4137,133.369,124.361,138.534,0.953,1.027,4
4138,132.248,131.906,148.606,1.158,1.054,4
4139,124.967,134.388,140.979,1.244,1.331,3
4140,123.742,131.652,142.108,1.121,1.296,0
4141,129.225,122.286,147.715,1.166,1.263,5
4142,137.476,126.585,144.577,1.138,1.293,0
4143,133.869,132.209,153.881,1.132,1.124,5
4144,136.123,121.786,139.884,1.028,1.382,4
4145,131.439,123.139,146.321,1.383,1.33,5
4146,132.367,133.698,137.63,1.382,1.18,2
4147,126.044,130.194,152.685,1.025,1.198,1
4148,127.127,129.379,144.581,1.215,1.124,5
4149,126.82,134.875,138.043,1.157,1.089,5
4150,136.108,123.012,141.621,1.095,1.345,4
4151,137.568,130.622,137.131,1.103,1.03,4
4152,127.3,134.753,140.639,1.152,1.021,1
4153,133.739,122.347,140.514,1.344,1.339,0
4154,132.256,134.705,139.078,1.185,1.234,4
4155,133.008,134.621,146.051,1.126,1.032,5
4156,136.843,128.075,143.158,1.166,1.04,4
4157,122.562,128.221,136.677,1.184,1.229,5
4158,127.826,120.875,135.51,1.083,1.347,3
4159,121.736,129.829,150.177,1.177,1.023,0
4160,135.271,128.221,147.419,1.364,1.23,1
4161,128.497,122.776,150.798,1.061,1.174,4
4162,136.47,134.387,153.253,1.396,1.089,2
4163,125.917,127.829,146.623,1.104,1.336,3
4164,122.004,127.85,139.425,1.295,1.112,4
4165,137.915,131.63,147.594,1.208,1.263,3
4166,126.59,132.832,146.948,1.1,1.149,4
4167,125.981,134.647,141.023,1.073,1.341,3
4168,123.896,125.576,153.612,1.373,1.147,3
4169,122.281,134.273,152.491,1.074,1.219,1
4170,127.099,125.215,136.608,1.083,1.322,3
4171,137.109,129.652,153.819,1.028,1.344,2
4172,134.526,127.854,143.622,1.35,1.058,2
4173,128.44,123.412,147.213,1.023,1.073,1
4174,125.241,128.846,138.166,1.129,1.037,2
4175,126.316,127.717,151.03,1.081,1.332,4
4176,126.165,133.596,137.141,1.064,1.26,2
4177,130.671,122.654,150.775,1.318,1.272,3
4178,135.02,121.906,147.485,1.394,1.181,3
4179,124.967,127.054,144.158,1.348,1.198,3
4180,126.326,131.536,142.556,1.359,1.373,0
4181,125.444,122.481,140.406,0.971,1.296,0
4182,129.928,124.48,147.43,1.105,1.266,4
4183,121.511,134.571,137.075,1.27,1.252,3
4184,132.693,134.386,152.336,0.98,1.044,1
4185,136.112,130.645,147.297,1.04,1.202,2
4186,129.387,129.48,140.218,1.018,1.213,3
4187,124.496,121.54,151.409,0.971,1.006,4
4188,131.463,134.655,142.596,1.241,1.136,3
4189,127.511,127.919,152.786,1.232,1.237,1
4190,122.426,129.008,142.65,1.185,1.219,5
4191,122.399,126.194,141.231,1.002,1.125,1
4192,131.303,125.749,137.446,1.225,1.101,3
4193,128.6,120.381,153.73,0.983,1.313,3
4194,124.413,124.751,140.607,1.161,1.194,0
4195,121.438,128.02,148.514,0.964,1.071,4
4196,130.439,123.258,149.248,1.167,1.274,0
4197,134.812,122.822,138.186,1.282,1.122,3
4198,135.651,131.619,140.744,1.073,1.387,1
4199,137.808,128.646,151.925,0.961,1.253,1
4200,124.544,134.528,137.166,1.08,1.329,4
4201,127.795,124.705,137.482,1.249,1.349,2
4202,123.247,132.476,142.866,1.361,1.047,2
4203,122.039,120.353,153.408,1.369,1.188,0
4204,127.078,122.764,142.159,0.978,1.143,2
4205,122.015,134.384,144.283,1.114,1.094,2
4206,135.993,129.924,143.068,1.365,1.305,1
4207,127.277,127.378,149.064,1.034,1.261,2
4208,127.854,122.418,151.644,1.334,1.178,0
4209,121.503,123.634,143.527,0.984,1.043,0
4210,124.804,133.019,137.102,1.357,1.231,1
4211,129.756,132.159,149.36,1.375,1.389,2
4212,130.95,129.145,142.212,1.251,1.23,2
4213,121.117,121.649,144.353,1.243,1.322,2
4214,124.527,132.441,153.788,1.211,1.275,5
4215,137.601,120.985,139.03,1.204,1.186,0
4216,124.635,120.471,149.139,0.988,1.12,3
4217,131.569,129.931,138.628,1.12,1.076,2
4218,135.036,130.031,142.349,1.322,1.278,3
4219,127.488,126.895,142.576,0.983,1.269,1
4220,134.993,129.598,140.489,1.116,1.116,4
4221,124.733,126.439,147.114,1.333,1.376,0
4222,128.594,122.687,138.081,1.332,1.327,1
4223,122.391,126.911,148.159,1.297,1.274,3
4224,136.039,134.797,147.497,1.043,1.163,2
4225,128.664,127.916,139.29,1.298,1.141,0
4226,132.978,128.49,148.549,1.322,1.343,1
4227,124.054,121.446,145.109,1.277,1.371,5
4228,127.177,131.184,149.238,1.27,1.396,5
4229,123.687,127.499,140.711,1.361,1.376,1
4230,124.118,131.888,138.57,1.108,1.357,2
4231,126.073,129.319,151.876,1.186,1.192,5
4232,137.242,123.512,139.288,1.385,1.281,3
4233,136.413,132.455,148.901,1.226,1.147,2
4234,128.35,132.381,146.145,1.261,1.02,1
4235,136.049,123.399,139.2,1.003,1.225,2
4236,125.237,122.79,136.204,0.961,1.353,0
4237,128.548,124.624,136.707,1.154,1.052,0
4238,121.56,132.634,140.47,1.064,1.145,0
4239,137.918,130.704,144.711,1.345,1.364,0
4240,122.953,130.407,136.445,1.109,1.162,4
4241,132.457,134.796,149.234,1.077,1.301,4
4242,128.417,129.562,153.942,1.166,1.332,1
4243,121.72,123.438,142.945,1.039,1.367,4
4244,126.139,129.532,136.772,1.257,1.314,1
4245,136.373,131.543,146.474,1.3,1.222,4
4246,137.479,120.546,139.078,1.113,1.044,1
4247,129.573,134.677,153.265,1.384,1.151,3
4248,121.857,129.457,140.003,1.212,1.253,0
4249,137.12,130.669,136.338,1.203,1.238,4
4250,122.126,128.743,142.193,1.083,1.049,5
4251,121.729,120.964,140.916,1.067,1.358,1
4252,130.058,130.198,140.054,1.182,1.128,4
4253,124.755,134.508,144.654,1.084,1.302,4
4254,128.865,120.159,150.941,1.361,1.222,2
4255,127.506,120.103,143.55,1.326,1.056,5
4256,127.15,133.926,148.593,1.318,1.306,5
4257,134.82,128.68,150.508,1.158,1.398,1
4258,128.961,133.721,137.316,1.255,1.064,4
4259,123.645,120.595,138.254,1.257,1.18,5
4260,129.893,132.295,149.16,1.226,1.092,2
4261,121.554,133.751,139.83,1.232,1.194,4
4262,121.365,121.698,139.323,1.259,1.268,0
4263,125.623,124.071,141.328,1.109,1.194,3
4264,131.761,127.848,139.913,1.215,1.206,1
4265,124.481,130.02,138.227,1.31,1.312,3
4266,135.719,121.723,142.713,1.188,1.148,2
4267,124.603,134.363,147.773,1.329,1.212,5
4268,129.276,134.244,148.862,1.096,1.2,1
4269,137.712,128.331,149.104,1.179,1.297,0
4270,136.237,126.293,138,0.97,1.34,3
4271,126.282,124.395,137.647,1.195,1.135,2
4272,131.25,126.787,135.813,0.988,1.275,3
4273,125.638,132.799,151.651,1.337,1.302,1
4274,129.376,125.02,149.489,1.387,1.314,4
4275,127.76,133.108,153.658,0.978,1.323,2
4276,123.653,133.298,138.792,1.025,1.267,4
4277,132.759,128.79,153.932,1.017,1.083,2
4278,135.179,129.625,151.147,1.166,1.057,1
4279,127.991,123.012,139.612,0.975,1.169,2
4280,123.152,125.855,142.597,1.006,1.118,3
4281,123.467,120.965,151.249,1.266,1.01,3
4282,137.715,134.203,145.091,0.998,1.21,3
4283,135.795,129.975,138.968,0.97,1.085,2
4284,133.989,129.124,145.982,1.08,1.378,2
4285,135.916,122.075,147.662,1.041,1.319,1
4286,130.358,124.025,150.724,1.346,1.35,3
4287,121.341,129.011,153.311,1.285,1.384,3
4288,124.261,121.637,142.724,1.253,1.323,2
4289,135.662,125.128,150.917,1.244,1.36,1
4290,136.517,128.36,138.109,1.391,1.038,0
4291,137.834,128.874,152.221,0.983,1.355,5
4292,136.245,126.421,151.609,1.174,1.151,5
4293,123.627,121.383,140.442,1.284,1.223,1
4294,135.574,123.046,148.092,1.342,1.322,1
4295,134.201,124.224,141.155,1.379,1.122,1
4296,121.485,131.541,135.71,0.99,1.193,5
4297,130.287,131.715,151.556,0.98,1.34,5
4298,123.634,134.899,147.187,1.209,1.083,0
4299,122.054,131.069,151.326,1.295,1.076,1
4300,133.177,131.792,137.783,1.288,1.184,5
4301,134.956,125.539,137.166,1.058,1.009,3
4302,136.35,126.412,153.391,1.254,1.34,1
4303,134.457,133.871,141.339,1.015,1.158,1
4304,123.636,124.268,140.701,0.97,1.136,3
4305,130.788,131.384,138.279,1.06,1.129,0
4306,125.527,132.595,147.659,1.362,1.242,1
4307,133.753,132.62,148.799,0.986,1.104,1
4308,126.56,125.541,148.254,1.037,1.202,3
4309,131.779,132.591,148.996,1.153,1.141,4
4310,123.6,121.943,152.457,0.993,1.081,4
4311,127.278,127.442,141.142,0.95,1.233,2
4312,121.834,127.533,141.912,1.23,1.236,4
4313,125.165,124.989,139.144,1.24,1.208,1
4314,126.192,134.131,153.412,0.982,1.044,3
4315,127.2,125.29,149.273,1.041,1.353,5
4316,126.626,121.156,152.44,1.223,1.317,0
4317,137.465,121.714,151.848,1.348,1.313,1
4318,137.184,126.119,147.416,1.156,1.08,1
4319,124.205,125.732,149.386,0.991,1.277,5
4320,126.428,134.783,135.087,1.242,1.036,2
4321,125.935,128.799,139.066,1.381,1.208,5
4322,124.983,122.875,138.221,1.32,1.05,4
4323,129.97,123.89,151.141,1.004,1.039,1
4324,123.409,129.827,152.51,1.104,1.029,3
